사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023010100100006,2023년 1월 1일 00시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,29세,경상
2023010100100020,2023년 1월 1일 01시,일요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,기타 - 기타,이륜,남,27세,상해없음,자전거,남,14세,경상
2023010100100034,2023년 1월 1일 02시,일요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,51세,경상
2023010100100115,2023년 1월 1일 10시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,이륜,남,42세,경상
2023010100100129,2023년 1월 1일 11시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,자전거,남,39세,경상
2023010100100131,2023년 1월 1일 11시,일요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,개인형이동수단(PM),남,49세,경상
2023010100100164,2023년 1월 1일 13시,일요일,경기도 수원시 팔달구 신풍동,경상사고,0,0,3,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,32세,상해없음,승용,여,27세,경상
2023010100100184,2023년 1월 1일 14시,일요일,경기도 수원시 권선구 고색동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,29세,경상
2023010100100203,2023년 1월 1일 15시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,이륜,남,22세,중상
2023010100100205,2023년 1월 1일 15시,일요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,보행자,남,68세,경상
2023010100100245,2023년 1월 1일 17시,일요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,기타 - 기타,이륜,남,24세,상해없음,이륜,남,22세,경상
2023010100100261,2023년 1월 1일 18시,일요일,경기도 수원시 장안구 조원동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,승용,남,38세,부상신고
2023010100100294,2023년 1월 1일 19시,일요일,경기도 수원시 팔달구 고등동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,,,,
2023010100100295,2023년 1월 1일 19시,일요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,37세,경상
2023010100100325,2023년 1월 1일 21시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,42세,상해없음,보행자,남,46세,중상
2023010200100002,2023년 1월 2일 00시,월요일,경기도 수원시 팔달구 매산로3가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,48세,경상
2023010200100017,2023년 1월 2일 05시,월요일,경기도 수원시 장안구 조원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,여,84세,중상
2023010200100062,2023년 1월 2일 08시,월요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,73세,상해없음,승용,남,29세,경상
2023010200100089,2023년 1월 2일 09시,월요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,남,47세,경상
2023010200100296,2023년 1월 2일 17시,월요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,72세,상해없음,보행자,여,66세,경상
2023010200100297,2023년 1월 2일 17시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,승용,남,75세,경상
2023010200100380,2023년 1월 2일 19시,월요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,이륜,남,28세,경상
2023010200100381,2023년 1월 2일 19시,월요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,여,50세,경상
2023010200100388,2023년 1월 2일 19시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,이륜,남,37세,경상
2023010200100410,2023년 1월 2일 20시,월요일,경기도 수원시 팔달구 화서동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,55세,중상,이륜,남,32세,경상
2023010200100415,2023년 1월 2일 20시,월요일,경기도 수원시 권선구 고색동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,특수,남,26세,상해없음,승용,남,32세,중상
2023010200100416,2023년 1월 2일 20시,월요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승용,남,29세,상해없음,승용,남,30세,경상
2023010300100003,2023년 1월 3일 00시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,여,37세,경상
2023010300100035,2023년 1월 3일 06시,화요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,여,40세,경상
2023010300100087,2023년 1월 3일 08시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,67세,상해없음,보행자,여,16세,경상
2023010300100126,2023년 1월 3일 09시,화요일,경기도 수원시 장안구 조원동,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,이륜,남,31세,부상신고,승용,여,36세,상해없음
2023010300100191,2023년 1월 3일 12시,화요일,경기도 수원시 영통구 신동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,61세,상해없음,자전거,여,58세,중상
2023010300100422,2023년 1월 3일 19시,화요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,55세,경상,승합,남,57세,상해없음
2023010300100490,2023년 1월 3일 22시,화요일,경기도 수원시 권선구 구운동,경상사고,0,0,2,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,승용,남,41세,경상
2023010300100508,2023년 1월 3일 23시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,46세,상해없음,승용,남,34세,경상
2023010400100014,2023년 1월 4일 01시,수요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,승용,남,29세,경상
2023010400100103,2023년 1월 4일 09시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,여,42세,경상
2023010400100164,2023년 1월 4일 11시,수요일,경기도 수원시 영통구 영통동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,32세,상해없음,승용,여,55세,경상
2023010400100165,2023년 1월 4일 11시,수요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,건설기계,남,59세,상해없음,승용,남,66세,경상
2023010400100182,2023년 1월 4일 12시,수요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,화물,남,63세,경상
2023010400100183,2023년 1월 4일 12시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,이륜,남,54세,경상
2023010400100306,2023년 1월 4일 16시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,37세,상해없음,,,,
2023010400100392,2023년 1월 4일 18시,수요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,보행자,여,64세,중상
2023010400100396,2023년 1월 4일 18시,수요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,이륜,남,24세,경상
2023010400100397,2023년 1월 4일 18시,수요일,경기도 수원시 권선구 서둔동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,승용,남,31세,경상
2023010400100496,2023년 1월 4일 20시,수요일,경기도 수원시 영통구 신동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,27세,기타불명,이륜,남,40세,경상
2023010400100497,2023년 1월 4일 20시,수요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,61세,상해없음,이륜,남,46세,경상
2023010500100113,2023년 1월 5일 09시,목요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,37세,경상
2023010500100139,2023년 1월 5일 10시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,흐림,단일로 - 기타,승용,남,48세,상해없음,보행자,남,43세,경상
2023010500100141,2023년 1월 5일 10시,목요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,승합,남,49세,경상
2023010500100142,2023년 1월 5일 10시,목요일,경기도 수원시 권선구 금곡동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,74세,상해없음,자전거,여,38세,중상
2023010500100163,2023년 1월 5일 11시,목요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,55세,상해없음,승용,남,75세,경상
2023010500100191,2023년 1월 5일 12시,목요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,이륜,남,36세,상해없음,보행자,남,31세,경상
2023010500100283,2023년 1월 5일 15시,목요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,여,8세,경상
2023010500100302,2023년 1월 5일 16시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,75세,상해없음,승용,여,30세,경상
2023010500100308,2023년 1월 5일 16시,목요일,경기도 수원시 팔달구 팔달로3가,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,여,52세,경상
2023010500100378,2023년 1월 5일 18시,목요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,79세,상해없음,승용,남,27세,경상
2023010500100455,2023년 1월 5일 20시,목요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,이륜,남,31세,경상
2023010500100456,2023년 1월 5일 20시,목요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,45세,기타불명,승용,여,52세,경상
2023010500100493,2023년 1월 5일 21시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,교차로 - 교차로부근,승합,남,71세,상해없음,승용,남,54세,경상
2023010500100531,2023년 1월 5일 23시,목요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,기타불명,승용,남,52세,경상
2023010600100028,2023년 1월 6일 02시,금요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,46세,경상
2023010600100034,2023년 1월 6일 03시,금요일,경기도 수원시 장안구 천천동,중상사고,0,1,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,36세,중상,,,,
2023010600100043,2023년 1월 6일 05시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,특수,남,34세,기타불명
2023010600100076,2023년 1월 6일 07시,금요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,승용,남,27세,경상
2023010600100100,2023년 1월 6일 08시,금요일,경기도 수원시 장안구 천천동,중상사고,0,1,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,여,27세,중상
2023010600100137,2023년 1월 6일 09시,금요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51세,상해없음,승용,남,46세,경상
2023010600100268,2023년 1월 6일 14시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,화물,남,39세,경상
2023010600100302,2023년 1월 6일 15시,금요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,남,41세,경상
2023010600100303,2023년 1월 6일 15시,금요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,이륜,남,33세,경상
2023010600100334,2023년 1월 6일 16시,금요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,여,28세,경상
2023010600100341,2023년 1월 6일 16시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,33세,상해없음,이륜,남,35세,경상
2023010600100370,2023년 1월 6일 17시,금요일,경기도 수원시 장안구 천천동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,27세,상해없음,승용,남,35세,상해없음
2023010600100371,2023년 1월 6일 17시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,여,57세,상해없음,원동기,남,24세,경상
2023010600100377,2023년 1월 6일 17시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,26세,상해없음,승용,여,51세,상해없음
2023010600100419,2023년 1월 6일 18시,금요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,흐림,단일로 - 기타,승용,남,63세,상해없음,승용,여,47세,경상
2023010600100429,2023년 1월 6일 18시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,남,28세,경상
2023010600100472,2023년 1월 6일 19시,금요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,75세,상해없음,승용,남,24세,경상
2023010600100512,2023년 1월 6일 20시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,62세,상해없음,승합,남,53세,경상
2023010600100514,2023년 1월 6일 20시,금요일,경기도 수원시 권선구 평동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,28세,상해없음,승용,여,28세,경상
2023010600100540,2023년 1월 6일 21시,금요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,젖음/습기,비,단일로 - 기타,승용,남,61세,상해없음,이륜,남,37세,중상
2023010600100541,2023년 1월 6일 21시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,1,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,48세,기타불명,승용,여,32세,부상신고
2023010600100570,2023년 1월 6일 22시,금요일,경기도 수원시 팔달구 인계동,중상사고,0,2,0,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,교차로 - 교차로안,승용,여,29세,상해없음,승용,남,25세,중상
2023010600100593,2023년 1월 6일 23시,금요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,적설,흐림,교차로 - 교차로부근,승용,남,61세,상해없음,보행자,남,31세,경상
2023010700100079,2023년 1월 7일 06시,토요일,경기도 수원시 권선구 권선동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,62세,중상,승용,남,21세,중상
2023010700100155,2023년 1월 7일 11시,토요일,경기도 수원시 영통구 영통동,사망사고,1,0,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,이륜,남,30세,사망
2023010700100181,2023년 1월 7일 12시,토요일,경기도 수원시 권선구 고색동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,33세,상해없음,승용,남,58세,중상
2023010700100204,2023년 1월 7일 13시,토요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,보행자,여,59세,중상
2023010700100250,2023년 1월 7일 15시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,33세,경상
2023010700100263,2023년 1월 7일 16시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,42세,상해없음,승용,남,42세,경상
2023010700100304,2023년 1월 7일 18시,토요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,여,79세,경상
2023010700100385,2023년 1월 7일 21시,토요일,경기도 수원시 영통구 영통동,경상사고,0,0,2,0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,보행자,여,18세,경상
2023010800100006,2023년 1월 8일 00시,일요일,경기도 수원시 권선구 탑동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,승용,남,66세,경상
2023010800100020,2023년 1월 8일 01시,일요일,경기도 수원시 영통구 신동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,34세,상해없음,보행자,남,27세,경상
2023010800100034,2023년 1월 8일 02시,일요일,경기도 수원시 권선구 고색동,중상사고,0,2,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,,,,
2023010800100056,2023년 1월 8일 06시,일요일,경기도 수원시 팔달구 영동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,33세,상해없음,보행자,남,38세,중상
2023010800100057,2023년 1월 8일 06시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,70세,상해없음,승용,여,45세,경상
2023010800100184,2023년 1월 8일 15시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,55세,경상
2023010800100247,2023년 1월 8일 18시,일요일,경기도 수원시 팔달구 지동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,이륜,남,46세,중상
2023010800100337,2023년 1월 8일 22시,일요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,60세,부상신고,승용,남,38세,경상
2023010900100132,2023년 1월 9일 10시,월요일,경기도 수원시 장안구 이목동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,73세,상해없음,승용,여,55세,경상
2023010900100217,2023년 1월 9일 13시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,57세,기타불명,승용,여,45세,경상
2023010900100239,2023년 1월 9일 14시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,승용,여,51세,경상
2023010900100299,2023년 1월 9일 16시,월요일,경기도 수원시 장안구 율전동,부상신고사고,0,0,0,1,차대차 - 정면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,승용,남,41세,부상신고
2023010900100321,2023년 1월 9일 17시,월요일,경기도 수원시 권선구 세류동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41세,상해없음,승용,남,51세,경상
2023010900100356,2023년 1월 9일 18시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,승용,남,28세,경상
2023010900100360,2023년 1월 9일 18시,월요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,64세,상해없음,승용,여,46세,경상
2023010900100424,2023년 1월 9일 20시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,54세,상해없음,승용,남,44세,경상
2023010900100449,2023년 1월 9일 21시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,40세,기타불명,승용,남,45세,경상
2023011000100068,2023년 1월 10일 08시,화요일,경기도 수원시 장안구 송죽동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,이륜,남,49세,중상,승용,여,39세,경상
2023011000100074,2023년 1월 10일 08시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 고가도로위,승용,남,58세,상해없음,승용,남,40세,경상
2023011000100111,2023년 1월 10일 09시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,원동기,남,77세,경상,승합,남,60세,상해없음
2023011000100162,2023년 1월 10일 11시,화요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,이륜,남,29세,경상
2023011000100211,2023년 1월 10일 13시,화요일,경기도 수원시 장안구 이목동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,60세,상해없음,보행자,남,44세,경상
2023011000100218,2023년 1월 10일 13시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,79세,상해없음,승용,남,34세,경상
2023011000100273,2023년 1월 10일 15시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 차도통행중,기타,건조,맑음,교차로 - 교차로안,이륜,남,38세,상해없음,보행자,여,6세,경상
2023011000100274,2023년 1월 10일 15시,화요일,경기도 수원시 팔달구 지동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,60세,상해없음,승용,여,50세,경상
2023011000100275,2023년 1월 10일 15시,화요일,경기도 수원시 팔달구 장안동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승용,남,75세,상해없음,보행자,여,21세,중상
2023011000100302,2023년 1월 10일 16시,화요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,이륜,남,45세,경상
2023011000100370,2023년 1월 10일 18시,화요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,남,66세,경상
2023011000100378,2023년 1월 10일 18시,화요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,68세,상해없음,이륜,남,35세,중상
