사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023040800100130,2023년 4월 8일 10시,토요일,경기도 수원시 장안구 파장동,중상사고,0,1,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,여,44세,중상
2023040800100168,2023년 4월 8일 11시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,승용,남,47세,상해없음
2023040800100214,2023년 4월 8일 12시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,75세,상해없음,자전거,남,32세,경상
2023040800100215,2023년 4월 8일 12시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,67세,상해없음,자전거,남,27세,경상
2023040800100218,2023년 4월 8일 12시,토요일,경기도 수원시 권선구 호매실동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,화물,남,47세,경상
2023040800100261,2023년 4월 8일 13시,토요일,경기도 수원시 장안구 영화동,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,승용,여,42세,부상신고
2023040800100367,2023년 4월 8일 16시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,61세,상해없음,승용,여,35세,경상
2023040800100368,2023년 4월 8일 16시,토요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,승용,남,28세,경상
2023040800100487,2023년 4월 8일 19시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,이륜,남,45세,경상
2023040800100489,2023년 4월 8일 19시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,이륜,남,44세,경상
2023040800100598,2023년 4월 8일 23시,토요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31세,상해없음,이륜,남,31세,경상
2023040900100004,2023년 4월 9일 00시,일요일,경기도 수원시 권선구 평동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 고가도로위,이륜,남,22세,중상,보행자,남,37세,경상
2023040900100061,2023년 4월 9일 08시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,61세,경상
2023040900100178,2023년 4월 9일 13시,일요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,25세,상해없음,승용,남,34세,경상
2023040900100247,2023년 4월 9일 15시,일요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,47세,경상
2023040900100312,2023년 4월 9일 17시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,승용,남,32세,경상
2023040900100426,2023년 4월 9일 22시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,2,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,28세,경상,이륜,남,31세,중상
2023040900100427,2023년 4월 9일 22시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,승용,남,30세,상해없음,승용,여,24세,경상
2023041000100001,2023년 4월 10일 00시,월요일,경기도 수원시 장안구 하광교동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,18세,기타불명,승용,남,28세,경상
2023041000100002,2023년 4월 10일 00시,월요일,경기도 수원시 장안구 조원동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,53세,상해없음,보행자,남,59세,부상신고
2023041000100073,2023년 4월 10일 08시,월요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,승용,여,44세,경상
2023041000100131,2023년 4월 10일 10시,월요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,승용,남,23세,경상
2023041000100186,2023년 4월 10일 12시,월요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,1,차대차 - 후진중충돌,불법유턴,건조,맑음,단일로 - 기타,화물,남,71세,부상신고,이륜,남,28세,경상
2023041000100187,2023년 4월 10일 12시,월요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,66세,기타불명,보행자,남,52세,경상
2023041000100191,2023년 4월 10일 12시,월요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,자전거,남,60세,상해없음,보행자,여,82세,경상
2023041000100193,2023년 4월 10일 12시,월요일,경기도 수원시 권선구 금곡동,부상신고사고,0,0,0,1,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,여,34세,상해없음,이륜,남,41세,부상신고
2023041000100194,2023년 4월 10일 12시,월요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,남,75세,경상
2023041000100222,2023년 4월 10일 13시,월요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,승용,여,41세,경상
2023041000100287,2023년 4월 10일 15시,월요일,경기도 수원시 팔달구 화서동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,52세,경상,승용,남,61세,경상
2023041000100294,2023년 4월 10일 15시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 지하차도(도로)내,승합,남,68세,상해없음,승용,남,29세,경상
2023041000100295,2023년 4월 10일 15시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,화물,남,50세,경상
2023041000100327,2023년 4월 10일 16시,월요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,54세,상해없음,이륜,남,27세,경상
2023041000100328,2023년 4월 10일 16시,월요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,55세,상해없음,원동기,남,82세,경상
2023041000100466,2023년 4월 10일 19시,월요일,경기도 수원시 영통구 영통동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,32세,상해없음,승합,여,61세,경상
2023041000100468,2023년 4월 10일 19시,월요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,28세,경상,승용,남,47세,상해없음
2023041000100504,2023년 4월 10일 21시,월요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,25세,상해없음,보행자,남,25세,경상
2023041000100505,2023년 4월 10일 21시,월요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,58세,상해없음,보행자,남,58세,경상
2023041000100508,2023년 4월 10일 21시,월요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,기타 - 기타,승합,남,63세,상해없음,보행자,남,66세,경상
2023041100100002,2023년 4월 11일 00시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,53세,상해없음,이륜,남,29세,경상
2023041100100026,2023년 4월 11일 05시,화요일,경기도 수원시 영통구 망포동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,보행자,여,55세,중상
2023041100100032,2023년 4월 11일 06시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승합,여,62세,경상
2023041100100072,2023년 4월 11일 08시,화요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승합,남,61세,상해없음,승용,여,49세,중상
2023041100100108,2023년 4월 11일 09시,화요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,34세,상해없음,승용,남,48세,경상
2023041100100188,2023년 4월 11일 12시,화요일,경기도 수원시 권선구 구운동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승합,남,52세,상해없음
2023041100100244,2023년 4월 11일 14시,화요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,38세,상해없음,이륜,남,45세,경상
2023041100100326,2023년 4월 11일 17시,화요일,경기도 수원시 권선구 고색동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,여,28세,상해없음,승용,남,52세,경상
2023041100100327,2023년 4월 11일 17시,화요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31세,상해없음,보행자,남,10세,경상
2023041100100407,2023년 4월 11일 19시,화요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승합,남,53세,경상
2023041100100410,2023년 4월 11일 19시,화요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대차 - 추돌,차로위반,건조,맑음,교차로 - 교차로부근,승용,남,39세,상해없음,이륜,남,40세,경상
2023041100100500,2023년 4월 11일 23시,화요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,이륜,남,41세,경상
2023041200100083,2023년 4월 12일 08시,수요일,경기도 수원시 장안구 연무동,중상사고,0,2,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,33세,경상,승용,여,54세,중상
2023041200100089,2023년 4월 12일 08시,수요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,남,43세,경상
2023041200100094,2023년 4월 12일 08시,수요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,남,23세,경상
2023041200100131,2023년 4월 12일 09시,수요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,자전거,여,24세,경상
2023041200100132,2023년 4월 12일 09시,수요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,자전거,여,49세,중상
2023041200100320,2023년 4월 12일 15시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,62세,경상,승용,여,49세,경상
2023041200100321,2023년 4월 12일 15시,수요일,경기도 수원시 장안구 천천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,여,53세,경상
2023041200100358,2023년 4월 12일 16시,수요일,경기도 수원시 장안구 조원동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,보행자,여,70세,중상
2023041200100444,2023년 4월 12일 18시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,3,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,이륜,남,39세,경상,승용,여,30세,경상
2023041200100500,2023년 4월 12일 20시,수요일,경기도 수원시 팔달구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,여,55세,경상
2023041200100530,2023년 4월 12일 21시,수요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,여,65세,상해없음,승용,남,34세,경상
2023041300100094,2023년 4월 13일 08시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,1,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,56세,경상,승용,여,50세,부상신고
2023041300100095,2023년 4월 13일 08시,목요일,경기도 수원시 영통구 망포동,중상사고,0,2,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,남,61세,중상
2023041300100100,2023년 4월 13일 08시,목요일,경기도 수원시 권선구 입북동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,62세,상해없음,건설기계,남,54세,경상
2023041300100101,2023년 4월 13일 08시,목요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,35세,경상
2023041300100136,2023년 4월 13일 09시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,자전거,여,39세,경상
2023041300100164,2023년 4월 13일 10시,목요일,경기도 수원시 영통구 이의동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,38세,경상
2023041300100189,2023년 4월 13일 11시,목요일,경기도 수원시 팔달구 우만동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,27세,부상신고,승용,남,55세,상해없음
2023041300100251,2023년 4월 13일 13시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,38세,기타불명,보행자,남,37세,경상
2023041300100254,2023년 4월 13일 13시,목요일,경기도 수원시 권선구 평동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,남,50세,경상
2023041300100283,2023년 4월 13일 14시,목요일,경기도 수원시 권선구 권선동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,36세,부상신고,승용,여,54세,상해없음
2023041300100343,2023년 4월 13일 16시,목요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,52세,상해없음,보행자,여,12세,경상
2023041300100377,2023년 4월 13일 17시,목요일,경기도 수원시 장안구 천천동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,여,39세,경상
2023041300100544,2023년 4월 13일 22시,목요일,경기도 수원시 장안구 천천동,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,64세,경상
2023041400100056,2023년 4월 14일 07시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,여,40세,경상
2023041400100085,2023년 4월 14일 08시,금요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,75세,상해없음,승용,여,40세,경상
2023041400100114,2023년 4월 14일 09시,금요일,경기도 수원시 영통구 매탄동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,이륜,남,26세,부상신고
2023041400100117,2023년 4월 14일 09시,금요일,경기도 수원시 권선구 구운동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,27세,경상,승용,남,24세,경상
2023041400100138,2023년 4월 14일 10시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,남,26세,경상
2023041400100188,2023년 4월 14일 12시,금요일,경기도 수원시 장안구 송죽동,부상신고사고,0,0,0,1,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,남,47세,부상신고
2023041400100194,2023년 4월 14일 12시,금요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,승용,남,84세,경상
2023041400100299,2023년 4월 14일 15시,금요일,경기도 수원시 권선구 평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,39세,상해없음,승용,여,68세,경상
2023041400100336,2023년 4월 14일 16시,금요일,경기도 수원시 장안구 율전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,보행자,남,15세,중상
2023041400100377,2023년 4월 14일 17시,금요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,보행자,여,21세,경상
2023041400100386,2023년 4월 14일 17시,금요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,여,42세,상해없음
2023041400100427,2023년 4월 14일 18시,금요일,경기도 수원시 팔달구 중동,경상사고,0,0,2,1,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,37세,경상,승합,남,60세,상해없음
2023041400100435,2023년 4월 14일 18시,금요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,43세,상해없음,화물,남,42세,경상
2023041400100477,2023년 4월 14일 19시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,이륜,남,24세,경상
2023041400100525,2023년 4월 14일 20시,금요일,경기도 수원시 팔달구 남창동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,62세,경상,승용,남,22세,경상
2023041400100532,2023년 4월 14일 20시,금요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,68세,상해없음,승용,남,28세,경상
2023041400100560,2023년 4월 14일 21시,금요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,35세,상해없음,이륜,남,50세,중상
2023041400100615,2023년 4월 14일 23시,금요일,경기도 수원시 팔달구 우만동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,62세,중상,승용,남,25세,상해없음
2023041500100031,2023년 4월 15일 01시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 기타,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,22세,상해없음,승용,남,61세,경상
2023041500100058,2023년 4월 15일 05시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,기타불명,보행자,여,19세,경상
2023041500100111,2023년 4월 15일 09시,토요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,자전거,남,74세,중상,승용,남,49세,상해없음
2023041500100147,2023년 4월 15일 10시,토요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,53세,상해없음,자전거,남,81세,경상
2023041500100172,2023년 4월 15일 11시,토요일,경기도 수원시 영통구 이의동,경상사고,0,0,5,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,흐림,단일로 - 기타,승용,남,27세,경상,승용,남,37세,경상
2023041500100217,2023년 4월 15일 12시,토요일,경기도 수원시 장안구 천천동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,42세,상해없음,승용,남,43세,경상
2023041500100218,2023년 4월 15일 12시,토요일,경기도 수원시 장안구 영화동,부상신고사고,0,0,0,1,차대차 - 정면충돌,안전거리미확보,젖음/습기,비,교차로 - 교차로부근,승용,여,46세,상해없음,자전거,남,72세,부상신고
2023041500100222,2023년 4월 15일 12시,토요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 고가도로위,화물,남,72세,상해없음,승용,여,28세,경상
2023041500100243,2023년 4월 15일 13시,토요일,경기도 수원시 팔달구 화서동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,부상신고,,,,
2023041500100251,2023년 4월 15일 13시,토요일,경기도 수원시 권선구 입북동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,젖음/습기,비,단일로 - 기타,승용,남,55세,상해없음,승용,남,40세,경상
2023041500100285,2023년 4월 15일 14시,토요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,29세,경상
2023041500100290,2023년 4월 15일 14시,토요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,56세,상해없음,보행자,여,75세,중상
2023041500100344,2023년 4월 15일 16시,토요일,경기도 수원시 권선구 권선동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,남,22세,중상
2023041500100345,2023년 4월 15일 16시,토요일,경기도 수원시 권선구 서둔동,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,중상,승용,남,41세,경상
2023041500100381,2023년 4월 15일 17시,토요일,경기도 수원시 팔달구 매교동,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,건조,흐림,교차로 - 교차로안,승용,남,54세,부상신고,승용,남,34세,상해없음
2023041500100382,2023년 4월 15일 17시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,34세,경상
2023041500100406,2023년 4월 15일 18시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,33세,경상
2023041500100413,2023년 4월 15일 18시,토요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,건조,흐림,교차로 - 교차로부근,승합,남,62세,상해없음,보행자,여,30세,경상
2023041500100414,2023년 4월 15일 18시,토요일,경기도 수원시 팔달구 매산로2가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,승용,남,36세,경상
2023041500100473,2023년 4월 15일 21시,토요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,41세,경상
2023041600100028,2023년 4월 16일 02시,일요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,42세,상해없음,보행자,여,51세,부상신고
2023041600100056,2023년 4월 16일 07시,일요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51세,상해없음,보행자,남,27세,경상
2023041600100058,2023년 4월 16일 07시,일요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,64세,기타불명,승용,남,25세,경상
2023041600100075,2023년 4월 16일 09시,일요일,경기도 수원시 장안구 천천동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,여,78세,중상
2023041600100147,2023년 4월 16일 12시,일요일,경기도 수원시 팔달구 북수동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,보행자,여,49세,중상
2023041600100172,2023년 4월 16일 13시,일요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,남,25세,경상
2023041600100316,2023년 4월 16일 18시,일요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,이륜,남,33세,중상
2023041600100348,2023년 4월 16일 19시,일요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,68세,상해없음,승용,여,26세,경상
